call_id,businessUnit,domain_id,domain_name,summary,keywords,timeStamp,agent_id,agent_name,agent_user_name,customer_id,customer_name,customer_phone,call_metadata_start_timestamp,call_metadata_end_timestamp,call_metadata_hold_time,call_metadata_length,call_metadata_duration,call_metadata_language,call_metadata_region,sentiment_overall,sentiment_confidence_score,sentiment_confidence
abcc9aa6-a282-4e5c-add4-fa0264bf163d,Commercial Waste,55c9b52b-04e8-4589-8820-ab98b9e56121,gfl.com,Asked about the maximum weight limit allowed for green bins before they are considered overloaded.,"['the maximum weight limit', 'green bins']",2025-05-13T17:29:46.082022+00:00,74aa8de9-5d4b-41a5-9607-9e18bff3aee1,Agent Alice,agent_8856,05e9246b-cbc1-4e92-8c42-2b7f29a56e47,Customer 9922,+16037411114,2025-05-13T17:29:46.082022+00:00,2025-05-13T17:34:46.082022+00:00,40,00:05:00,445,en,NA,neutral,0.0,0.6395647525787354
8a50236b-8f6a-4427-b212-c79e900c2141,Commercial Waste,6fb80369-e049-42af-9039-acb9b6b674ef,greenway.ca,Called in to set up paperless billing and update their email address on file.,"['paperless billing', 'their email address', 'file']",2025-05-13T08:04:45.082022+00:00,39692027-6743-456a-8317-940c44c65591,Agent Dana,agent_2472,6e9f50cb-6f9d-4a5a-b644-46e9a3f745c9,Customer 9878,+16953859007,2025-05-13T08:04:45.082022+00:00,2025-05-13T08:09:45.082022+00:00,59,00:05:00,379,en,NA,neutral,0.0,0.871445894241333
fb59932f-9ac6-4b59-8fb3-d64e6d36792b,Commercial Waste,41fcdf21-e517-443e-a04d-2262021c2150,cleanworld.org,Requested an additional recycling bin for their office building due to increased usage.,"['an additional recycling bin', 'their office building', 'increased usage']",2025-05-13T11:12:29.082022+00:00,5e6a5ee5-fe21-4646-8b0d-9444c305c8ca,Agent Dana,agent_6201,d2e7460b-b73e-40c7-b01b-09c950a7cc45,Customer 3283,+17115628824,2025-05-13T11:12:29.082022+00:00,2025-05-13T11:17:29.082022+00:00,34,00:05:00,123,en,NA,neutral,0.0,0.5529771447181702
7111012b-33e7-4049-a457-70c159c322e9,Commercial Waste,5551a166-c465-4f53-9ef0-15fed0015fc3,greenway.ca,Customer reported that the truck blocked their driveway again and requested the driver be notified.,"['Customer', 'the truck', 'their driveway', 'the driver']",2025-05-13T14:48:54.082022+00:00,33f4d2af-a564-43f6-b5aa-ed1077084c6e,Agent Dana,agent_7718,83129613-8553-47f5-a1d2-0a5971bf631f,Customer 9722,+16895590675,2025-05-13T14:48:54.082022+00:00,2025-05-13T14:53:54.082022+00:00,28,00:05:00,474,en,NA,negative,0.0,0.8356871008872986
bdaaceac-02be-4e1e-b5b7-009212412e9e,Compost,24cc0172-1109-4e57-8570-d1b106d5bb18,greenway.ca,They said the new collection time was not communicated and that bins were missed as a result.,"['the new collection time', 'bins', 'a result']",2025-05-13T15:53:03.082022+00:00,b647ce68-99a9-43b3-96ca-5020be43d2ff,Agent Dana,agent_5691,10f8a52c-bdd3-4207-84d5-e0a76af5b077,Customer 7124,+19411586898,2025-05-13T15:53:03.082022+00:00,2025-05-13T15:58:03.082022+00:00,13,00:05:00,411,en,NA,negative,0.0,0.9246010184288025
892da5e2-b3bd-4f05-bfc4-6364cc348c39,Commercial Waste,7c8f6eb5-1ea5-4219-baed-bc575cac9c55,greenway.ca,Customer was concerned about a spike in their monthly bill and wanted clarification on the charges.,"['Customer', 'a spike', 'their monthly bill', 'clarification', 'the charges']",2025-05-13T12:27:51.082022+00:00,be13e94e-0f04-4061-b74f-fb33e65dfeb1,Agent Bob,agent_7302,1ecc93d8-61cd-4a64-95dd-284946768cee,Customer 8031,+12673081336,2025-05-13T12:27:51.082022+00:00,2025-05-13T12:32:51.082022+00:00,29,00:05:00,450,en,NA,negative,0.0,0.59897381067276
00becf0e-5ada-4994-8aee-2dfe424a967b,Compost,b99cef5d-8d14-4654-845b-11cf9c8ab63c,gfl.com,Customer was concerned about a spike in their monthly bill and wanted clarification on the charges.,"['Customer', 'a spike', 'their monthly bill', 'clarification', 'the charges']",2025-05-13T17:17:53.082022+00:00,26ed7ec5-51f4-4f96-b0e2-f605f8de56cd,Agent Alice,agent_8701,cd9d06ab-f80d-428c-9db3-51ff08325972,Customer 4424,+19093632484,2025-05-13T17:17:53.082022+00:00,2025-05-13T17:22:53.082022+00:00,46,00:05:00,254,en,NA,negative,0.0,0.59897381067276
bda1017d-b74c-4e72-b078-e07444735165,Compost,dafc13f1-71fe-48b7-8d52-ff3f7a7ff0fb,wasteco.com,Asked about the maximum weight limit allowed for green bins before they are considered overloaded.,"['the maximum weight limit', 'green bins']",2025-05-13T14:39:37.082022+00:00,babc96c1-7b79-4334-a9e7-9a56ec0b5131,Agent Alice,agent_5160,3a2ecabf-52b0-4dda-ae20-0d40eeb5d749,Customer 1086,+18789763558,2025-05-13T14:39:37.082022+00:00,2025-05-13T14:44:37.082022+00:00,10,00:05:00,225,en,NA,neutral,0.0,0.6395647525787354
033abaad-7a5c-415f-a05d-8d832b727fa1,Recycling,433cc15f-88e2-4d1d-80b6-74da23f76353,enviroplus.net,"The customer wanted to confirm the next compost pickup date, as their bin is already full.","['The customer', 'the next compost pickup date', 'their bin']",2025-05-13T13:37:50.082022+00:00,5330dce0-e6c5-4dbd-b198-ec4b1cff6d05,Agent Alice,agent_5314,314a3722-3cf0-40af-973a-11c782a4f521,Customer 6768,+14051241734,2025-05-13T13:37:50.082022+00:00,2025-05-13T13:42:50.082022+00:00,38,00:05:00,552,en,NA,neutral,0.0,0.8577427864074707
140fd514-6f28-4cc2-8198-722e95a23a34,Recycling,7d7d5428-0953-48fd-a9b1-24588f0ff2ac,wasteco.com,Reported that several neighbors on their street also didn’t get their trash picked up today.,"['several neighbors', 'their street', 'their trash', 'today']",2025-05-13T18:38:22.082022+00:00,158414b7-7fee-4548-ac4a-e73a8a75f84d,Agent Carlos,agent_5021,0ac4e569-2c06-49ef-91a7-dd9e10d8ec9e,Customer 6636,+15683303493,2025-05-13T18:38:22.082022+00:00,2025-05-13T18:43:22.082022+00:00,45,00:05:00,350,en,NA,negative,0.0,0.5879672169685364
