call_id,businessUnit,domain_id,domain_name,summary,keywords,timeStamp,agent_id,agent_name,agent_user_name,customer_id,customer_name,customer_phone,call_metadata_start_timestamp,call_metadata_end_timestamp,call_metadata_hold_time,call_metadata_length,call_metadata_duration,call_metadata_language,call_metadata_region,sentiment_overall,sentiment_confidence_score,sentiment_confidence
c1d097a3-9032-429a-b6d8-9006a35f3318,Garbage,86232a23-0801-469a-9631-6b2af80edf6f,greenway.ca,Reported that several neighbors on their street also didn’t get their trash picked up today.,"['several neighbors', 'their street', 'their trash', 'today']",2025-05-09T11:46:51.461511+00:00,9b3dc35f-da6e-4cc2-b7ee-4521af1f8415,Agent Bob,agent_1071,891d20bb-31da-44c7-82b4-56f638a99cd9,Customer 7874,+11842428711,2025-05-09T11:46:51.461511+00:00,2025-05-09T11:51:51.461511+00:00,46,00:05:00,571,en,NA,negative,0.0,0.5879672169685364
9787d763-19fd-4895-97ed-cb8bcba05231,Recycling,f2ea65ef-68d1-45a3-80a7-958337394d53,wasteco.com,They said the new collection time was not communicated and that bins were missed as a result.,"['the new collection time', 'bins', 'a result']",2025-05-09T10:30:36.461511+00:00,aaecbd6d-e6a0-4b9a-906e-0b7a0894d7e8,Agent Bob,agent_5682,77fa2994-f0a0-40c8-9d09-984048d1c3e1,Customer 7647,+16646268076,2025-05-09T10:30:36.461511+00:00,2025-05-09T10:35:36.461511+00:00,60,00:05:00,384,en,NA,negative,0.0,0.9246010184288025
c24fbe31-d5c8-4a0b-b64f-7f35c5a28de6,Commercial Waste,d84a2451-e359-4b91-aa13-055bf19fc258,wasteco.com,Requested an additional recycling bin for their office building due to increased usage.,"['an additional recycling bin', 'their office building', 'increased usage']",2025-05-09T16:27:46.461511+00:00,babb124d-99db-4a2e-a532-ea1021e4b21b,Agent Alice,agent_7530,4628d326-d420-46d2-aff0-3b33ff52db4a,Customer 6955,+12387702105,2025-05-09T16:27:46.461511+00:00,2025-05-09T16:32:46.461511+00:00,44,00:05:00,295,en,NA,neutral,0.0,0.5529771447181702
d8972984-1baf-4a9d-a82a-9f825ba53535,Recycling,9c57606a-b09a-4a22-b12d-c68bb8526e24,cleanworld.org,"Business account called urgently to report that the commercial bin wasn’t picked up this morning, causing overflow issues.","['Business account', 'the commercial bin', 'this morning', 'overflow issues']",2025-05-09T09:37:49.461511+00:00,ff7bbb73-2e3a-4d19-981f-31cca3e6484b,Agent Bob,agent_9889,9bc00c41-3640-4a3f-9398-f5bf2c085822,Customer 2558,+14367119672,2025-05-09T09:37:49.461511+00:00,2025-05-09T09:42:49.461511+00:00,15,00:05:00,228,en,NA,negative,0.0,0.9112058281898499
36ddb84d-4f74-4a70-8095-0d07af5daaa6,Recycling,0386c633-ad6d-4cc3-9dcd-88ab93e65ee7,enviroplus.net,Customer was concerned about a spike in their monthly bill and wanted clarification on the charges.,"['Customer', 'a spike', 'their monthly bill', 'clarification', 'the charges']",2025-05-09T13:20:45.461511+00:00,43a7bc40-2e91-484d-8629-79d211691525,Agent Bob,agent_6757,297e29cb-1de6-4081-a094-eff0aaacc462,Customer 2783,+12673129443,2025-05-09T13:20:45.461511+00:00,2025-05-09T13:25:45.461511+00:00,29,00:05:00,301,en,NA,negative,0.0,0.59897381067276
8c79e68d-7e9c-444c-a522-f2782a82f0d8,Garbage,8993d89e-20fd-4ddd-be3c-fd6cee73a6e2,wasteco.com,Customer filed a noise complaint about collections happening very late at night.,"['Customer', 'a noise complaint', 'collections', 'night']",2025-05-09T14:34:10.461511+00:00,771930f9-600d-4619-88d0-baabff89c903,Agent Carlos,agent_4354,0e929e77-4e20-4390-99b3-ee41e36ee29f,Customer 3284,+15587503109,2025-05-09T14:34:10.461511+00:00,2025-05-09T14:39:10.461511+00:00,52,00:05:00,474,en,NA,negative,0.0,0.7626557946205139
d017b5b7-37e4-4b7e-aee5-e5ff83b394ad,Customer Support,cba23139-cb79-4d16-9072-5cb645451088,wasteco.com,Customer was concerned about a spike in their monthly bill and wanted clarification on the charges.,"['Customer', 'a spike', 'their monthly bill', 'clarification', 'the charges']",2025-05-09T09:56:07.461511+00:00,eeb82c46-b73c-41d4-8866-d4af9b1cd95a,Agent Dana,agent_3256,ca652bf6-eef8-42cd-aaa5-3c95b81a8563,Customer 5732,+15062916158,2025-05-09T09:56:07.461511+00:00,2025-05-09T10:01:07.461511+00:00,18,00:05:00,534,en,NA,negative,0.0,0.59897381067276
2a02697c-e92f-4f3c-ba75-bb342857f8bc,Recycling,11166218-d47b-40a5-a6a4-da8d87a74094,greenway.ca,"Requested a special bulk pickup for two old sofas and a mattress, and asked about extra charges involved.","['a special bulk pickup', 'two old sofas', 'a mattress', 'extra charges']",2025-05-09T15:34:17.461511+00:00,da1720a2-07d1-4a7b-8e48-44629e0f14d0,Agent Alice,agent_8362,d0e43582-f0b9-43a9-83c1-a6ec136e0153,Customer 4318,+19448701308,2025-05-09T15:34:17.461511+00:00,2025-05-09T15:39:17.461511+00:00,42,00:05:00,539,en,NA,neutral,0.0,0.9117324948310852
fc4df008-564a-4abf-a2e5-1ff02d523118,Commercial Waste,2d3dcb2c-fe0f-4038-84d5-4bfe6e576424,cleanworld.org,They found broken glass scattered across the driveway after pickup and were worried it came from the collection process.,"['broken glass', 'the driveway', 'pickup', 'the collection process']",2025-05-09T11:13:27.461511+00:00,ffc9ff7b-02ef-41d9-a750-22a58abb7410,Agent Alice,agent_8318,163a4c0a-2364-45a2-a6c2-9fda98b3f62e,Customer 9539,+15772220962,2025-05-09T11:13:27.461511+00:00,2025-05-09T11:18:27.461511+00:00,15,00:05:00,173,en,NA,negative,0.0,0.9395500421524048
58bea0c6-91ea-4695-bba6-23b6fab02477,Commercial Waste,89087247-c27a-4200-a9e0-5219c782c26b,gfl.com,Requested an additional recycling bin for their office building due to increased usage.,"['an additional recycling bin', 'their office building', 'increased usage']",2025-05-09T10:49:26.461511+00:00,fe72e559-3b56-4938-8bbf-8edb57d85008,Agent Carlos,agent_2275,af18eee7-f1e6-4cdb-95d4-470c24036f59,Customer 2404,+19773911480,2025-05-09T10:49:26.461511+00:00,2025-05-09T10:54:26.461511+00:00,47,00:05:00,159,en,NA,neutral,0.0,0.5529771447181702
