call_id,businessUnit,domain_id,domain_name,summary,keywords,timeStamp,agent_id,agent_name,agent_user_name,customer_id,customer_name,customer_phone,call_metadata_start_timestamp,call_metadata_end_timestamp,call_metadata_hold_time,call_metadata_length,call_metadata_duration,call_metadata_language,call_metadata_region,sentiment_overall,sentiment_confidence_score,sentiment_confidence
74bbbd17-9675-48b8-9350-5a025badbea1,Recycling,836f0925-b64f-4889-aa36-cb10d8cad0bd,enviroplus.net,Requested an additional recycling bin for their office building due to increased usage.,"['an additional recycling bin', 'their office building', 'increased usage']",2025-05-11T08:10:27.198342+00:00,b14d0079-f942-46d4-ac84-aa4edcecae2d,Agent Carlos,agent_1422,e44e83bb-b48f-48f0-b0b7-0727d55bcb86,Customer 7112,+19911715859,2025-05-11T08:10:27.198342+00:00,2025-05-11T08:15:27.198342+00:00,11,00:05:00,271,en,NA,neutral,0.0,0.5529771447181702
c63bb5bc-e1d5-4a54-97fe-899f52e027c0,Recycling,de28b1e0-e5ae-4e55-a733-54340ffdd48a,greenway.ca,Said the bin was knocked over by the collection truck and waste was left all over the curb.,"['the bin', 'the collection truck', 'waste', 'the curb']",2025-05-11T11:15:11.198342+00:00,f6502726-54a7-4329-8bc3-f08de6cd1516,Agent Dana,agent_3925,b23ee976-418e-452b-87e5-d1a4453e42e3,Customer 7552,+13062792303,2025-05-11T11:15:11.198342+00:00,2025-05-11T11:20:11.198342+00:00,39,00:05:00,483,en,NA,negative,0.0,0.8270581960678101
1c59c2e1-1393-4490-bb7c-089973b5c631,Compost,f748166f-97d6-42a9-b3ee-03f361d0e309,gfl.com,Wanted to know how to properly dispose of a broken microwave and a set of old batteries.,"['a broken microwave', 'a set', 'old batteries']",2025-05-11T09:29:35.198342+00:00,ac07692b-dc01-44f2-b961-7f3caf69d552,Agent Bob,agent_5695,ca6a6b76-ef58-4cad-b85e-f9e03f554e76,Customer 2399,+11666694913,2025-05-11T09:29:35.198342+00:00,2025-05-11T09:34:35.198342+00:00,12,00:05:00,468,en,NA,neutral,0.0,0.8636305928230286
7b980e84-e4aa-48d1-be86-cb6d3b1c9542,Compost,7f696791-abaa-4ad6-bc46-452c7c0fa642,greenway.ca,"Business account called urgently to report that the commercial bin wasn’t picked up this morning, causing overflow issues.","['Business account', 'the commercial bin', 'this morning', 'overflow issues']",2025-05-11T13:47:04.198342+00:00,220548da-f097-4a3b-933a-a16d11a9327f,Agent Bob,agent_2988,872e8dc1-fe25-4a61-a112-6ecd5559d00f,Customer 8376,+13543145721,2025-05-11T13:47:04.198342+00:00,2025-05-11T13:52:04.198342+00:00,18,00:05:00,342,en,NA,negative,0.0,0.9112058281898499
885b427c-36a5-4b71-9e5f-9c994dbd39fb,Customer Support,ba88fbbc-5fef-4ffa-93f6-99424923710e,greenway.ca,Called in to set up paperless billing and update their email address on file.,"['paperless billing', 'their email address', 'file']",2025-05-11T11:05:45.198342+00:00,b184c35d-581f-40fb-8a41-bfe2f7dcea2c,Agent Bob,agent_9419,0ba21627-63a9-4847-a79d-909566248113,Customer 1427,+13172735241,2025-05-11T11:05:45.198342+00:00,2025-05-11T11:10:45.198342+00:00,39,00:05:00,283,en,NA,neutral,0.0,0.871445894241333
5425bdaf-748f-4e68-9541-71ea5c6cce3b,Garbage,19c710bd-f965-4fa0-bfd7-894e296d035a,enviroplus.net,Asked whether garbage collection is affected due to the upcoming holiday and requested a copy of the revised schedule.,"['garbage collection', 'the upcoming holiday', 'a copy', 'the revised schedule']",2025-05-11T14:19:08.198342+00:00,c48ce10b-10b4-4f9b-8d06-659da995d7f1,Agent Bob,agent_3285,d811ac2f-f1bc-4612-821e-2853f7f45d83,Customer 9488,+14418547440,2025-05-11T14:19:08.198342+00:00,2025-05-11T14:24:08.198342+00:00,13,00:05:00,508,en,NA,neutral,0.0,0.9830424785614014
cd16dd46-ea49-4c4c-91ea-6db2ac0ee2a2,Customer Support,44fae253-bb85-4e95-82c3-157e3823062d,gfl.com,Caller complained that the garbage truck skipped their entire street again despite following the usual schedule.,"['Caller', 'the garbage truck', 'their entire street', 'the usual schedule']",2025-05-11T09:52:53.198342+00:00,1d2cbf44-86a0-427d-a4db-b667858d2e8f,Agent Alice,agent_8103,f4fa7cfd-a838-47c7-9317-a515fe2b143b,Customer 9784,+16011090935,2025-05-11T09:52:53.198342+00:00,2025-05-11T09:57:53.198342+00:00,10,00:05:00,462,en,NA,negative,0.0,0.7227923274040222
7a9e29ef-8c5e-4695-98ed-2eabfbe8ce3d,Customer Support,18c92202-ded2-4e2f-90c1-00f5d6793724,wasteco.com,"Reported that their green bin is cracked and leaking, and requested a replacement to be delivered soon.","['their green bin', 'a replacement']",2025-05-11T09:01:03.198342+00:00,5037dfd7-a89d-424d-ad97-3f199fd5a87e,Agent Bob,agent_3130,818cba20-f4cf-4657-8dce-05e9379a6297,Customer 1912,+11707051521,2025-05-11T09:01:03.198342+00:00,2025-05-11T09:06:03.198342+00:00,23,00:05:00,588,en,NA,negative,0.0,0.9381835460662842
f420297d-935f-45b2-9712-cdc493f8d359,Compost,955fb08c-1052-47bc-9254-e33a42e0bfef,gfl.com,Needed help verifying their service address to request a new bin and schedule changes.,"['Needed', 'their service address', 'a new bin']",2025-05-11T18:18:55.198342+00:00,99a3b545-44c3-4764-9b5a-9536f6a3b01f,Agent Carlos,agent_5212,3ae86fd1-c59b-4fb0-85c9-372d57c20b2f,Customer 9828,+17630073818,2025-05-11T18:18:55.198342+00:00,2025-05-11T18:23:55.198342+00:00,15,00:05:00,392,en,NA,neutral,0.0,0.8058097958564758
9457302c-6c12-436b-a10d-9f570713b350,Garbage,52f6705d-4394-4a6b-b72c-ea3a6e1c5849,greenway.ca,Customer filed a noise complaint about collections happening very late at night.,"['Customer', 'a noise complaint', 'collections', 'night']",2025-05-11T11:21:43.198342+00:00,704a066f-6cf4-4d63-af35-8f2f77a5bf4d,Agent Bob,agent_9559,e14b6c63-7770-40ab-9cfd-159dfd50bedf,Customer 3578,+17081124547,2025-05-11T11:21:43.198342+00:00,2025-05-11T11:26:43.198342+00:00,54,00:05:00,345,en,NA,negative,0.0,0.7626557946205139
